16	1	1	3636	508	4000	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
16	2	2	4148	508	4000	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
16	3	3	4660	508	4000	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
16	4	4	5172	508	4000	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
16	5	5	5684	508	4000	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
16	6	6	3635	508	4000	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
16	7	7	4147	508	4000	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
16	8	8	4659	508	4000	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
16	9	9	5171	508	4000	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
16	10	10	5683	508	4000	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
16	11	11	3634	508	4000	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
16	12	12	4146	508	4000	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
16	13	13	4658	508	4000	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
16	14	14	5170	508	4000	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
16	15	15	5682	508	4000	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
16	16	16	3633	508	4000	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
16	17	17	4145	508	4000	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
16	18	18	4657	508	4000	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
16	19	19	5169	508	4000	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
16	20	20	5681	508	4000	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
16	21	21	4144	508	4000	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
16	22	22	4656	508	4000	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
16	23	23	5168	508	4000	0	1	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
16	24	24	5680	508	4000	0	1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
16	25	25	4143	508	4000	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
16	26	26	4655	508	4000	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
16	27	27	5167	508	4000	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
16	28	28	5679	508	4000	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
