1	1	4000	3636	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Hades Casco
1	2	4000	4148	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Hades Armadura
1	3	4000	4660	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Hades pantalones
1	4	4000	5172	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Hades Botas
1	5	4000	5684	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Hades Guantes
1	6	4000	3635	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Royal Casco
1	7	4000	4147	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Royal Armadura
1	8	4000	4659	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Royal Pantalones
1	9	4000	5171	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Royal Guantes
1	10	4000	5683	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Royal Botas
1	11	4000	3634	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Faith Casco
1	12	4000	4146	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Faith Armadura
1	13	4000	4658	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Faith Pantalones
1	14	4000	5170	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Faith Guantes
1	15	4000	5682	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Faith Botas
1	16	4000	3633	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Seraphim Casco
1	17	4000	4145	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Seraphim Armadura
1	18	4000	4657	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Seraphim Pantalones
1	19	4000	5169	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Seraphim Guantes
1	20	4000	5681	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Seraphim Botas
1	21	4000	4144	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	// Phantom Armadura
1	22	4000	4656	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Phantom Pantalones
1	23	4000	5168	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Phantom Guantes
1	24	4000	5680	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Phantom Botas
1	25	4000	4143	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Destroy Armadura
1	26	4000	4655	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Destroy Pantalones
1	27	4000	5167	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Destroy Guantes
1	28	4000	5679	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Destroy Botas
1	29	4000	3630	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Brave Casco
1	30	4000	4142	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Brave Armadura
1	31	4000	4654	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Brave Pantalones
1	32	4000	5166	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Brave Guantes
1	33	4000	5678	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Brave Botas
1	34	4000	3629	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Titan Casco
1	35	4000	4141	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Titan Armadura
1	36	4000	4653	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Titan Pantalones
1	37	4000	5165	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Titan Guantes
1	38	4000	5677	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Titan Botas
1	39	4000	3628	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Lilium Casco
1	40	4000	4140	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Lilium Armadura
1	41	4000	4652	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Lilium Pantalones
1	42	4000	5164	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Lilium Guantes
1	43	4000	5676	15	0	1	7	63	0	0	0	254	254	254	254	254	0	0	//Lilium Botas
2	44	3500	3627	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Aura
2	45	3500	4139	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Aura
2	46	3500	4651	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Aura
2	47	3500	5163	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Aura
2	48	3500	5675	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Aura
2	49	3500	3617	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sunlight
2	50	3500	4129	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sunlight
2	51	3500	4641	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sunlight
2	52	3500	5153	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sunlight
2	53	3500	5665	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sunlight
2	54	3500	3616	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Volcano 
2	55	3500	4128	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Volcano 
2	56	3500	4640	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Volcano 
2	57	3500	5152	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Volcano 
2	58	3500	5664	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Volcano 
2	59	3500	3615	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sylphid Ray
2	60	3500	4127	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sylphid Ray
2	61	3500	4639	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sylphid Ray
2	62	3500	5151	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sylphid Ray
2	63	3500	5663	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Sylphid Ray
2	64	3500	3614	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Venom Mist
2	65	3500	4126	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Venom Mist
2	66	3500	4638	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Venom Mist
2	67	3500	5150	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Venom Mist
2	68	3500	5662	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Venom Mist
2	69	3500	3613	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon Knight
2	70	3500	4125	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon Knight
2	71	3500	4637	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon Knight
2	72	3500	5149	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon Knight
2	73	3500	5661	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon Knight
3	74	3000	3584	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Bronce
3	75	3000	4096	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Bronce
3	76	3000	4608	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Bronce
3	77	3000	5120	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Bronce
3	78	3000	5632	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Bronce
3	79	3000	3585	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon
3	80	3000	4097	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon
3	81	3000	4609	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon
3	82	3000	5121	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon
3	83	3000	5633	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Dragon
3	84	3000	3586	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Pad
3	85	3000	4098	15	0	1	7	63	0	0	0	255	255	255	255	255	0	0	//Pad
